superfamily,family,genus,species,species_name,species_tree,pattern_type,band_bin,ophiophagy,ophiophagy_bin,state,amphibian,snake,lizard,fish,insect,annelid,arthropod,crustacean,mollusc,bird,bird_egg,reptile_egg,mammal,unknown
Booidea,Boidae,Corallus,ruschenbergerii,Corallus ruschenbergerii,Corallus_ruschenbergerii,diamond,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Epicrates,assisi,Epicrates assisi,Epicrates_assisi,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Epicrates,cenchria,Epicrates cenchria,Epicrates_cenchria,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Epicrates,crassus,Epicrates crassus,Epicrates_crassus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Epicrates,maurus,Epicrates maurus ,Epicrates_maurus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Eryx,borrii,Eryx borrii,Eryx_borrii,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Eryx,colubrinus,Eryx colubrinus ,Eryx_colubrinus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Eryx,conicus,Eryx conicus,Eryx_conicus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Booidea,Boidae,Eryx,elegans,Eryx elegans ,Eryx_elegans,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Eryx,jaculus,Eryx jaculus,Eryx_jaculus,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Eryx,jayakari,Eryx jayakari,Eryx_jayakari,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Eryx,johnii,Eryx johnii,Eryx_johnii,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Eryx,miliaris,Eryx miliaris,Eryx_miliaris,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Eryx,muelleri,Eryx muelleri,Eryx_muelleri,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Eryx,somalicus,Eryx somalicus ,Eryx_somalicus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Eryx,tataricus,Eryx tataricus,Eryx_tataricus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Eryx,whitakeri,Eryx whitakeri,Eryx_whitakeri,blotchy,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Eunectes,beniensis,Eunectes beniensis,Eunectes_beniensis,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Eunectes,deschauenseei,Eunectes deschauenseei,Eunectes_deschauenseei,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Eunectes,murinus,Eunectes murinus,Eunectes_murinus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Eunectes,notaeus,Eunectes notaeus,Eunectes_notaeus,blotchy,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Exiliboa,placata,Exiliboa placata ,Exiliboa_placata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Lichanura,orcutti,Lichanura orcutti,Lichanura_orcutti,stripe line,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Lichanura,trivirgata,Lichanura trivirgata,Lichanura_trivirgata,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Sanzinia,madagascariensis,Sanzinia madagascariensis,Sanzinia_madagascariensis,diamond,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Sanzinia,volontany,Sanzinia volontany,Sanzinia_volontany,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Ungaliophis,continentalis,Ungaliophis continentalis,Ungaliophis_continentalis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Ungaliophis,panamensis,Ungaliophis panamensis,Ungaliophis_panamensis,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Elapoidea,Atractaspididae,Amblyodipsas,concolor,Amblyodipsas concolor,Amblyodipsas_concolor,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,dimidiata,Amblyodipsas dimidiata,Amblyodipsas_dimidiata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Amblyodipsas,katangensis,Amblyodipsas katangensis,Amblyodipsas_katangensis,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,microphthalma,Amblyodipsas microphthalma,Amblyodipsas_microphthalma,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,polylepis,Amblyodipsas polylepis,Amblyodipsas_polylepis,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,rodhaini,Amblyodipsas rodhaini ,Amblyodipsas_rodhaini,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Amblyodipsas,teitana,Amblyodipsas teitana,Amblyodipsas_teitana,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,unicolor,Amblyodipsas unicolor,Amblyodipsas_unicolor,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Amblyodipsas,ventrimaculata,Amblyodipsas ventrimaculata,Amblyodipsas_ventrimaculata,stripe line,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,capensis,Aparallactus capensis,Aparallactus_capensis,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,guentheri,Aparallactus guentheri ,Aparallactus_guentheri,uniform,0,No,0,1,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,jacksonii,Aparallactus jacksonii,Aparallactus_jacksonii,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Aparallactus,lunulatus,Aparallactus lunulatus,Aparallactus_lunulatus,blotchy,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,modestus,Aparallactus modestus,Aparallactus_modestus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,moeruensis,Aparallactus moeruensis,Aparallactus_moeruensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Aparallactus,turneri,Aparallactus turneri,Aparallactus_turneri,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Aparallactus,werneri,Aparallactus werneri ,Aparallactus_werneri,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Atractaspis,andersonii,Atractaspis andersonii,Atractaspis_andersonii,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Atractaspis,aterrima,Atractaspis aterrima,Atractaspis_aterrima,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Atractaspis,bibronii,Atractaspis bibronii,Atractaspis_bibronii,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Atractaspis,boulengeri,Atractaspis boulengeri,Atractaspis_boulengeri,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,congica,Atractaspis congica,Atractaspis_congica,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Atractaspis,corpulenta,Atractaspis corpulenta,Atractaspis_corpulenta,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Atractaspis,dahomeyensis,Atractaspis dahomeyensis,Atractaspis_dahomeyensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,duerdeni,Atractaspis duerdeni,Atractaspis_duerdeni,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,engaddensis,Atractaspis engaddensis,Atractaspis_engaddensis,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Atractaspis,fallax,Atractaspis fallax,Atractaspis_fallax,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Atractaspis,irregularis,Atractaspis irregularis,Atractaspis_irregularis,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Atractaspis,leucomelas,Atractaspis leucomelas,Atractaspis_leucomelas,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,magrettii,Atractaspis magrettii,Atractaspis_magrettii,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Atractaspis,microlepidota,Atractaspis microlepidota,Atractaspis_microlepidota,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,micropholis,Atractaspis micropholis,Atractaspis_micropholis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,phillipsi,Atractaspis phillipsi,Atractaspis_phillipsi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,scorteccii,Atractaspis scorteccii,Atractaspis_scorteccii,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Atractaspis,watsoni,Atractaspis watsoni ,Atractaspis_watsoni,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Chilorhinophis,butleri,Chilorhinophis butleri,Chilorhinophis_butleri,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Homoroselaps,dorsalis,Homoroselaps dorsalis,Homoroselaps_dorsalis,stripe line,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Homoroselaps,lacteus,Homoroselaps lacteus,Homoroselaps_lacteus,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Macrelaps,microlepidotus,Macrelaps microlepidotus,Macrelaps_microlepidotus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Atractaspididae,Polemon,acanthias,Polemon acanthias ,Polemon_acanthias,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Polemon,barthii,Polemon barthii ,Polemon_barthii,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Polemon,bocourti,Polemon bocourti,Polemon_bocourti,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Polemon,christyi,Polemon christyi,Polemon_christyi,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Polemon,collaris,Polemon collaris,Polemon_collaris,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Polemon,fulvicollis,Polemon fulvicollis ,Polemon_fulvicollis,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,
Elapoidea,Atractaspididae,Polemon,gabonensis,Polemon gabonensis,Polemon_gabonensis,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Polemon,gracilis,Polemon gracilis,Polemon_gracilis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Atractaspididae,Xenocalamus,bicolor,Xenocalamus bicolor,Xenocalamus_bicolor,stripe line,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Xenocalamus,mechowii,Xenocalamus mechowii,Xenocalamus_mechowii,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Xenocalamus,sabiensis,Xenocalamus sabiensis,Xenocalamus_sabiensis,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Atractaspididae,Xenocalamus,transvaalensis,Xenocalamus transvaalensis,Xenocalamus_transvaalensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Cyclocoridae,Cyclocorus,lineatus,Cyclocorus lineatus,Cyclocorus_lineatus,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Cyclocoridae,Cyclocorus,nuchalis,Cyclocorus nuchalis,Cyclocorus_nuchalis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Cyclocoridae,Hologerrhum,dermali,Hologerrhum dermali,Hologerrhum_dermali,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Cyclocoridae,Hologerrhum,philippinum,Hologerrhum philippinum,Hologerrhum_philippinum,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Cyclocoridae,Oxyrhabdium,leporinum,Oxyrhabdium leporinum,Oxyrhabdium_leporinum,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Cyclocoridae,Oxyrhabdium,modestum,Oxyrhabdium modestum ,Oxyrhabdium_modestum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Boaedon,capensis,Boaedon capensis,Boaedon_capensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Boaedon,fuliginosus,Boaedon fuliginosus,Boaedon_fuliginosus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Boaedon,lineatus,Boaedon lineatus,Boaedon_lineatus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Elapoidea,Lamprophiidae,Boaedon,littoralis,Boaedon littoralis,Boaedon_littoralis,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Boaedon,maculatus,Boaedon maculatus,Boaedon_maculatus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Boaedon,olivaceus,Boaedon olivaceus,Boaedon_olivaceus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Elapoidea,Lamprophiidae,Boaedon,perisilvestris,Boaedon perisilvestris ,Boaedon_perisilvestris,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Boaedon,radfordi,Boaedon radfordi,Boaedon_radfordi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Boaedon,virgatus,Boaedon virgatus,Boaedon_virgatus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Elapoidea,Lamprophiidae,Bothrolycus,ater,Bothrolycus ater,Bothrolycus_ater,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Bothrophthalmus,brunneus,Bothrophthalmus brunneus,Bothrophthalmus_brunneus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Bothrophthalmus,lineatus,Bothrophthalmus lineatus ,Bothrophthalmus_lineatus,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Chamaelycus,fasciatus,Chamaelycus fasciatus,Chamaelycus_fasciatus,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Gonionotophis,brussauxi,Gonionotophis brussauxi,Gonionotophis_brussauxi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Gracililima,nyassae,Gracililima nyassae,Gonionotophis_nyassae,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Hormonotus,modestus,Hormonotus modestus,Hormonotus_modestus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Inyoka,swazicus,Inyoka swazicus,Inyoka_swazicus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lamprophis,abyssinicus,Lamprophis abyssinicus,Lamprophis_abyssinicus,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lamprophis,aurora,Lamprophis aurora ,Lamprophis_aurora,stripe line,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Elapoidea,Lamprophiidae,Lamprophis,erlangeri,Lamprophis erlangeri,Lamprophis_erlangeri,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lamprophis,fiskii,Lamprophis fiskii,Lamprophis_fiskii,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lamprophis,fuscus,Lamprophis fuscus,Lamprophis_fuscus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lamprophis,geometricus,Lamprophis geometricus,Lamprophis_geometricus,stripe line,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lamprophis,guttatus,Lamprophis guttatus ,Lamprophis_guttatus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Limaformosa,capensis,Limaformosa capensis,Gonionotophis_capensis,stripe line,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Limaformosa,chanleri,Limaformosa chanleri,Gonionotophis_chanleri,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Limaformosa,crossi,Limaformosa crossi,Gonionotophis_crossi,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Limaformosa,guirali,Limaformosa guirali,Gonionotophis_guirali,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Limaformosa,vernayi,Limaformosa vernayi,Gonionotophis_vernayi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycodonomorphus,bicolor,Lycodonomorphus bicolor,Lycodonomorphus_bicolor,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycodonomorphus,inornatus,Lycodonomorphus inornatus,Lycodonomorphus_inornatus,uniform,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Elapoidea,Lamprophiidae,Lycodonomorphus,laevissimus,Lycodonomorphus laevissimus,Lycodonomorphus_laevissimus,uniform,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycodonomorphus,leleupi,Lycodonomorphus leleupi ,Lycodonomorphus_leleupi,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycodonomorphus,mlanjensis,Lycodonomorphus mlanjensis,Lycodonomorphus_mlanjensis,uniform,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycodonomorphus,rufulus,Lycodonomorphus rufulus,Lycodonomorphus_rufulus,uniform,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycodonomorphus,subtaeniatus,Lycodonomorphus subtaeniatus,Lycodonomorphus_subtaeniatus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycodonomorphus,whytii,Lycodonomorphus whytii ,Lycodonomorphus_whytii,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycophidion,acutirostre,Lycophidion acutirostre,Lycophidion_acutirostre,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,albomaculatum,Lycophidion albomaculatum,Lycophidion_albomaculatum,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,capense,Lycophidion capense,Lycophidion_capense,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycophidion,depressirostre,Lycophidion depressirostre,Lycophidion_depressirostre,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycophidion,laterale,Lycophidion laterale,Lycophidion_laterale,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,multimaculatum,Lycophidion multimaculatum,Lycophidion_multimaculatum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,namibianum,Lycophidion namibianum ,Lycophidion_namibianum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,nanum,Lycophidion nanum,Lycophidion_nanus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,nigromaculatum,Lycophidion nigromaculatum ,Lycophidion_nigromaculatum,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,ornatum,Lycophidion ornatum,Lycophidion_ornatum,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Lycophidion,pygmaeum,Lycophidion pygmaeum,Lycophidion_pygmaeum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,semiannule,Lycophidion semiannule,Lycophidion_semiannule,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,taylori,Lycophidion taylori,Lycophidion_taylori,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,uzungwense,Lycophidion uzungwense,Lycophidion_uzungwense,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Lycophidion,variegatum,Lycophidion variegatum ,Lycophidion_variegatum,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Mehelya,poensis,Mehelya poensis,Gonionotophis_poensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Mehelya,stenophthalmus,Mehelya stenophthalmus,Gonionotophis_stenophthalmus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Micrelaps,bicoloratus,Micrelaps bicoloratus,Micrelaps_bicoloratus,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Micrelaps,muelleri,Micrelaps muelleri,Micrelaps_muelleri,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Micrelaps,tchernovi,Micrelaps tchernovi,Micrelaps_tchernovi,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Micrelaps,vaillanti,Micrelaps vaillanti,Micrelaps_vaillanti,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Elapoidea,Lamprophiidae,Montaspis,gilvomaculata,Montaspis gilvomaculata,Montaspis_gilvomaculata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Pseudoboodon,boehmei,Pseudoboodon boehmei,Pseudoboodon_boehmei,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Pseudoboodon,gascae,Pseudoboodon gascae,Pseudoboodon_gascae,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Elapoidea,Lamprophiidae,Pseudoboodon,lemniscatus,Pseudoboodon lemniscatus,Pseudoboodon_lemniscatus,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,
