superfamily,family,genus,species,species_name,species_tree,pattern_type,band_bin,ophiophagy,ophiophagy_bin,state,amphibian,snake,lizard,fish,insect,annelid,arthropod,crustacean,mollusc,bird,bird_egg,reptile_egg,mammal,unknown
Colubroidea,Colubridae,Atractus,savagei,Atractus savagei,Atractus_savagei,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,schach,Atractus schach,Atractus_schach,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,serranus,Atractus serranus,Atractus_serranus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,snethlageae,Atractus snethlageae,Atractus_snethlageae,ringed,1,No,0,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,spinalis,Atractus spinalis,Atractus_spinalis,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,steyermarki,Atractus steyermarki,Atractus_steyermarki,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,surucucu,Atractus surucucu,Atractus_surucucu,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,tamaensis,Atractus tamaensis,Atractus_tamaensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,tamessari,Atractus tamessari,Atractus_tamessari,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,taphorni,Atractus taphorni,Atractus_taphorni,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,thalesdelemai,Atractus thalesdelemai,Atractus_thalesdelemai,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,titanicus,Atractus titanicus,Atractus_titanicus,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,torquatus,Atractus torquatus,Atractus_torquatus,ringed,1,No,0,2,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,touzeti,Atractus touzeti,Atractus_touzeti,ringed,1,No,0,2,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,
Colubroidea,Colubridae,Atractus,trefauti,Atractus trefauti,Atractus_trefauti,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,trihedrurus,Atractus trihedrurus,Atractus_trihedrurus,ringed,1,No,0,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,trilineatus,Atractus trilineatus,Atractus_trilineatus,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,turikensis,Atractus turikensis,Atractus_turikensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Colubroidea,Colubridae,Atractus,typhon,Atractus typhon,Atractus_typhon,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,ventrimaculatus,Atractus ventrimaculatus,Atractus_ventrimaculatus,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,vertebralis,Atractus vertebralis,Atractus_vertebralis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,vertebrolineatus,Atractus vertebrolineatus,Atractus_vertebrolineatus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,wagleri,Atractus wagleri,Atractus_wagleri,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atractus,werneri,Atractus werneri,Atractus_werneri,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,zebrinus,Atractus zebrinus,Atractus_zebrinus,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atractus,zidok,Atractus zidok,Atractus_zidok,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Atretium,schistosum,Atretium schistosum,Atretium_schistosum,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Atretium,yunnanensis,Atretium yunnanensis,Atretium_yunnanensis,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Baliodryas,steinbachi,Baliodryas steinbachi,Eutrachelophis_steinbachi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Bamanophis,dorri,Bamanophis dorri,Bamanophis_dorri,blotchy,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Blythia,hmuifang,Blythia hmuifang,Blythia_hmuifang,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Blythia,reticulata,Blythia reticulata,Blythia_reticulata,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Bogertophis,rosaliae,Bogertophis rosaliae,Bogertophis_rosaliae,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Bogertophis,subocularis,Bogertophis subocularis,Bogertophis_subocularis,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Boiga,andamanensis,Boiga andamanensis,Boiga_andamanensis,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,angulata,Boiga angulata,Boiga_angulata,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,barnesii,Boiga barnesii,Boiga_barnesii,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,beddomei,Boiga beddomei,Boiga_beddomei,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,bengkuluensis,Boiga bengkuluensis,Boiga_bengkuluensis,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,bourreti,Boiga bourreti,Boiga_bourreti,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,ceylonensis,Boiga ceylonensis,Boiga_ceylonensis,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,cyanea,Boiga cyanea,Boiga_cyanea,uniform,0,Yes,1,3,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,cynodon,Boiga cynodon,Boiga_cynodon,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,dendrophila,Boiga dendrophila,Boiga_dendrophila,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,dightoni,Boiga dightoni ,Boiga_dightoni,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,drapiezii,Boiga drapiezii,Boiga_drapiezii,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,flaviviridis,Boiga flaviviridis,Boiga_flaviviridis,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,forsteni,Boiga forsteni,Boiga_forsteni,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,gocool,Boiga gocool,Boiga_gokool,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,guangxiensis,Boiga guangxiensis,Boiga_guangxiensis,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,hoeseli,Boiga hoeseli,Boiga_hoeseli,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,irregularis,Boiga irregularis,Boiga_irregularis,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiga,jaspidea,Boiga jaspidea,Boiga_jaspidea,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,kraepelini,Boiga kraepelini,Boiga_kraepelini,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,multifasciata,Boiga multifasciata,Boiga_multifasciata,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,multomaculata,Boiga multomaculata,Boiga_multomaculata,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,nigriceps,Boiga nigriceps,Boiga_nigriceps,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,nuchalis,Boiga nuchalis,Boiga_nuchalis,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,ochracea,Boiga ochracea,Boiga_ochracea,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,philippina,Boiga philippina,Boiga_philippina,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,quincunciata,Boiga quincunciata,Boiga_quincunciata,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,saengsomi,Boiga saengsomi,Boiga_saengsomi,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,schultzei,Boiga schultzei ,Boiga_schultzei,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Boiga,siamensis,Boiga siamensis,Boiga_siamensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,tanahjampeana,Boiga tanahjampeana,Boiga_tanahjampeana,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,thackerayi,Boiga thackerayi,Boiga_thackerayi,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Boiga,trigonata,Boiga trigonata,Boiga_trigonata,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,wallachi,Boiga wallachi,Boiga_wallachi,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiga,westermanni,Boiga westermanni,Elachistodon_westermanni,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Boiruna,maculata,Boiruna maculata,Boiruna_maculata,uniform,0,Yes,1,3,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Boiruna,sertaneja,Boiruna sertaneja,Boiruna_sertaneja,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Borikenophis,portoricensis,Borikenophis portoricensis,Borikenophis_portoricensis,uniform,0,Yes,1,3,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Caaeteboia,amarali,Caaeteboia amarali,Caaeteboia_amarali,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,abramovi,Calamaria abramovi,Calamaria_abramovi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,acutirostris,Calamaria acutirostris,Calamaria_acutirostris,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,albiventer,Calamaria albiventer,Calamaria_albiventer,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,andersoni,Calamaria andersoni,Calamaria_andersoni,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,banggaiensis,Calamaria banggaiensis,Calamaria_banggaiensis,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,battersbyi,Calamaria battersbyi,Calamaria_battersbyi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,bicolor,Calamaria bicolor,Calamaria_bicolor,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,bitorques,Calamaria bitorques,Calamaria_bitorques,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,boesemani,Calamaria boesemani,Calamaria_boesemani,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,buchi,Calamaria buchi,Calamaria_buchi,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,butonensis,Calamaria butonensis,Calamaria_butonensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,ceramensis,Calamaria ceramensis,Calamaria_ceramensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,concolor,Calamaria concolor,Calamaria_concolor,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,dominici,Calamaria dominici,Calamaria_dominici,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,everetti,Calamaria everetti,Calamaria_everetti,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,gervaisii,Calamaria gervaisii,Calamaria_gervaisii,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,gialaiensis,Calamaria gialaiensis,Calamaria_gialaiensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,grabowskyi,Calamaria grabowskyi,Calamaria_grabowskyi,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,griswoldi,Calamaria griswoldi,Calamaria_griswoldi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,hilleniusi,Calamaria hilleniusi,Calamaria_hilleniusi,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,ingeri,Calamaria ingeri,Calamaria_ingeri,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,lautensis,Calamaria lautensis,Calamaria_lautensis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,leucogaster,Calamaria leucogaster,Calamaria_leucogaster,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,linnaei,Calamaria linnaei,Calamaria_linnaei,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,longirostris,Calamaria longirostris,Calamaria_longirostris,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,lovii,Calamaria lovii,Calamaria_lovii,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,lumbricoidea,Calamaria lumbricoidea,Calamaria_lumbricoidea,ringed,1,No,0,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,lumholtzi,Calamaria lumholtzi,Calamaria_lumholtzi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,mecheli,Calamaria mecheli,Calamaria_mecheli,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,melanota,Calamaria melanota,Calamaria_melanota,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,modesta,Calamaria modesta,Calamaria_modesta,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,muelleri,Calamaria muelleri,Calamaria_muelleri,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,nuchalis,Calamaria nuchalis,Calamaria_nuchalis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,pavimentata,Calamaria pavimentata,Calamaria_pavimentata,stripe line,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,pfefferi,Calamaria pfefferi,Calamaria_pfefferi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,sangi,Calamaria sangi,Calamaria_sangi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,schlegeli,Calamaria schlegeli,Calamaria_schlegeli,uniform,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,schmidti,Calamaria schmidti,Calamaria_schmidti,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,septentrionalis,Calamaria septentrionalis,Calamaria_septentrionalis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamaria,strigiventris,Calamaria strigiventris,Calamaria_strigiventris,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,suluensis,Calamaria suluensis,Calamaria_suluensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,thanhi,Calamaria thanhi,Calamaria_thanhi,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,virgulata,Calamaria virgulata,Calamaria_virgulata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Calamaria,yunnanensis,Calamaria yunnanensis,Calamaria_yunnanensis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Calamodontophis,paucidens,Calamodontophis paucidens,Calamodontophis_paucidens,uniform,0,No,0,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Colubroidea,Colubridae,Calamodontophis,ronaldoi,Calamodontophis ronaldoi,Calamodontophis_ronaldoi,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Colubroidea,Colubridae,Caraiba,andreae,Caraiba andreae,Caraiba_andreae,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Carphophis,amoenus,Carphophis amoenus,Carphophis_amoenus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Carphophis,vermis,Carphophis vermis,Carphophis_vermis,uniform,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Cemophora,coccinea,Cemophora coccinea,Cemophora_coccinea,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,
Colubroidea,Colubridae,Cemophora,lineri,Cemophora lineri,Cemophora_lineri,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,
Colubroidea,Colubridae,Cenaspis,aenigma,Cenaspis aenigma,Cenaspis_aenigma,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Cercophis,auratus,Cercophis auratus,Cercophis_auratus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chapinophis,xanthocheilus,Chapinophis xanthocheilus,Chapinophis_xanthocheilus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chersodromus,australis,Chersodromus australis,Chersodromus_australis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chersodromus,liebmanni,Chersodromus liebmanni,Chersodromus_liebmanni,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chersodromus,nigrum,Chersodromus nigrum,Chersodromus_nigrum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chersodromus,rubriventris,Chersodromus rubriventris,Chersodromus_rubriventris,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,bicarinatus,Chironius bicarinatus,Chironius_bicarinatus,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Chironius,brazili,Chironius brazili,Chironius_brazili,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,carinatus,Chironius carinatus,Chironius_carinatus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Chironius,challenger,Chironius challenger,Chironius_challenger,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,diamantina,Chironius diamantina,Chironius_diamantina,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,exoletus,Chironius exoletus,Chironius_exoletus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,flavolineatus,Chironius flavolineatus,Chironius_flavolineatus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,flavopictus,Chironius flavopictus ,Chironius_flavopictus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,foveatus,Chironius foveatus,Chironius_foveatus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,fuscus,Chironius fuscus,Chironius_fuscus,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Chironius,gouveai,Chironius gouveai,Chironius_gouveai,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,grandisquamis,Chironius grandisquamis,Chironius_grandisquamis,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,
Colubroidea,Colubridae,Chironius,laevicollis,Chironius laevicollis ,Chironius_laevicollis,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,laurenti,Chironius laurenti,Chironius_laurenti,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,leucometapus,Chironius leucometapus,Chironius_leucometapus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,maculoventris,Chironius maculoventris,Chironius_maculoventris,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,monticola,Chironius monticola,Chironius_monticola,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,multiventris,Chironius multiventris,Chironius_multiventris,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,quadricarinatus,Chironius quadricarinatus,Chironius_quadricarinatus,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,scurrulus,Chironius scurrulus,Chironius_scurrulus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,septentrionalis,Chironius septentrionalis,Chironius_septentrionalis,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chironius,spixii,Chironius spixii,Chironius_spixii,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Chironius,vincenti,Chironius vincenti,Chironius_vincenti,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chrysopelea,ornata,Chrysopelea ornata,Chrysopelea_ornata,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chrysopelea,paradisi,Chrysopelea paradisi,Chrysopelea_paradisi,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Chrysopelea,pelias,Chrysopelea pelias,Chrysopelea_pelias,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
